LineId,logs,ip_address,date,time,log_type,auth_failures_last_1h,time_since_last_failure,is_root_attempt,unique_users_attempted,anomaly_detected
1611,Jul 20 04:05:04 combo logrotate: ALERT exited abnormally with [1],,Jul-20,04:05:04,Service Issue,0,,0,0,Yes
1612,Jul 20 04:11:27 combo su(pam_unix)[1595]: session opened for user news by (uid=0),,Jul-20,04:11:27,Normal,0,,0,0,No
1613,Jul 20 04:11:28 combo su(pam_unix)[1595]: session closed for user news,,Jul-20,04:11:28,Normal,0,,0,0,No
1614,Jul 20 23:37:40 combo sshd(pam_unix)[3307]: check pass; user unknown,,Jul-20,23:37:40,Normal,0,,0,0,No
1615,Jul 20 23:37:40 combo sshd(pam_unix)[3307]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102,218.55.234.102,Jul-20,23:37:40,Auth Failure,1,,0,0,No
1616,Jul 20 23:37:40 combo sshd(pam_unix)[3306]: check pass; user unknown,,Jul-20,23:37:40,Normal,0,,0,0,No
1617,Jul 20 23:37:40 combo sshd(pam_unix)[3306]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102,218.55.234.102,Jul-20,23:37:40,Auth Failure,2,0,0,0,No
1618,Jul 20 23:37:40 combo sshd(pam_unix)[3308]: check pass; user unknown,,Jul-20,23:37:40,Normal,0,,0,0,No
1619,Jul 20 23:37:40 combo sshd(pam_unix)[3308]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102,218.55.234.102,Jul-20,23:37:40,Auth Failure,3,0,0,0,No
1620,Jul 20 23:37:46 combo sshd(pam_unix)[3313]: check pass; user unknown,,Jul-20,23:37:46,Normal,0,,0,0,No
1621,Jul 20 23:37:46 combo sshd(pam_unix)[3313]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102,218.55.234.102,Jul-20,23:37:46,Auth Failure,4,6,0,0,Yes
1622,Jul 20 23:37:46 combo sshd(pam_unix)[3312]: check pass; user unknown,,Jul-20,23:37:46,Normal,0,,0,0,No
1623,Jul 20 23:37:46 combo sshd(pam_unix)[3312]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102,218.55.234.102,Jul-20,23:37:46,Auth Failure,5,0,0,0,Yes
1624,Jul 21 01:30:45 combo sshd(pam_unix)[3489]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,210.76.59.29,Jul-21,01:30:45,Auth Failure,1,,1,1,No
1625,Jul 21 01:30:49 combo sshd(pam_unix)[3493]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,210.76.59.29,Jul-21,01:30:49,Auth Failure,2,4,1,1,No
1626,Jul 21 01:30:50 combo sshd(pam_unix)[3488]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,210.76.59.29,Jul-21,01:30:50,Auth Failure,3,1,1,1,No
1627,Jul 21 01:30:50 combo sshd(pam_unix)[3487]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,210.76.59.29,Jul-21,01:30:50,Auth Failure,4,0,1,1,Yes
1628,Jul 21 04:11:26 combo su(pam_unix)[4170]: session opened for user cyrus by (uid=0),,Jul-21,04:11:26,Normal,0,,0,0,No
1629,Jul 21 04:11:27 combo su(pam_unix)[4170]: session closed for user cyrus,,Jul-21,04:11:27,Normal,0,,0,0,No
1630,Jul 21 04:11:28 combo logrotate: ALERT exited abnormally with [1],,Jul-21,04:11:28,Service Issue,0,,0,0,Yes
1631,Jul 21 04:16:55 combo su(pam_unix)[4540]: session opened for user news by (uid=0),,Jul-21,04:16:55,Normal,0,,0,0,No
1632,Jul 21 04:16:55 combo su(pam_unix)[4540]: session closed for user news,,Jul-21,04:16:55,Normal,0,,0,0,No
1633,Jul 21 09:04:41 combo ftpd[5033]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1634,Jul 21 09:04:41 combo ftpd[5032]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1635,Jul 21 09:04:41 combo ftpd[5030]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1636,Jul 21 09:04:41 combo ftpd[5029]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1637,Jul 21 09:04:41 combo ftpd[5018]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1638,Jul 21 09:04:41 combo ftpd[5017]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1639,Jul 21 09:04:41 combo ftpd[5016]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1640,Jul 21 09:04:41 combo ftpd[5019]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1641,Jul 21 09:04:41 combo ftpd[5022]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1642,Jul 21 09:04:41 combo ftpd[5023]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1643,Jul 21 09:04:41 combo ftpd[5024]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1644,Jul 21 09:04:41 combo ftpd[5025]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1645,Jul 21 09:04:41 combo ftpd[5028]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1646,Jul 21 09:04:41 combo ftpd[5031]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1647,Jul 21 09:04:41 combo ftpd[5020]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1648,Jul 21 09:04:41 combo ftpd[5021]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1649,Jul 21 09:04:41 combo ftpd[5027]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1650,Jul 21 09:04:41 combo ftpd[5026]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1651,Jul 21 09:04:41 combo ftpd[5035]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1652,Jul 21 09:04:41 combo ftpd[5037]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1653,Jul 21 09:04:41 combo ftpd[5034]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1654,Jul 21 09:04:41 combo ftpd[5036]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jul-21,09:04:41,Normal,0,,0,0,No
1655,Jul 21 09:04:43 combo ftpd[5038]: connection from 216.12.111.241 () at Thu Jul 21 09:04:43 2005,,Jul-21,09:04:43,Normal,0,,0,0,No
1656,Jul 21 15:18:30 combo sshd(pam_unix)[5587]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=193.110.106.11  user=root,193.110.106.11,Jul-21,15:18:30,Auth Failure,1,,1,1,No
1657,Jul 21 15:18:30 combo sshd(pam_unix)[5586]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=193.110.106.11  user=root,193.110.106.11,Jul-21,15:18:30,Auth Failure,2,0,1,1,No
1658,Jul 22 04:07:46 combo su(pam_unix)[7106]: session opened for user cyrus by (uid=0),,Jul-22,04:07:46,Normal,0,,0,0,No
1659,Jul 22 04:07:47 combo su(pam_unix)[7106]: session closed for user cyrus,,Jul-22,04:07:47,Normal,0,,0,0,No
1660,Jul 22 04:07:47 combo logrotate: ALERT exited abnormally with [1],,Jul-22,04:07:47,Service Issue,0,,0,0,Yes
1661,Jul 22 04:15:14 combo su(pam_unix)[11756]: session opened for user news by (uid=0),,Jul-22,04:15:14,Normal,0,,0,0,No
1662,Jul 22 04:15:14 combo su(pam_unix)[11756]: session closed for user news,,Jul-22,04:15:14,Normal,0,,0,0,No
1663,Jul 22 09:27:24 combo ftpd[12294]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1664,Jul 22 09:27:24 combo ftpd[12290]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1665,Jul 22 09:27:24 combo ftpd[12296]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1666,Jul 22 09:27:24 combo ftpd[12297]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1667,Jul 22 09:27:24 combo ftpd[12291]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1668,Jul 22 09:27:24 combo ftpd[12293]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1669,Jul 22 09:27:24 combo ftpd[12295]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1670,Jul 22 09:27:24 combo ftpd[12292]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1671,Jul 22 09:27:24 combo ftpd[12282]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1672,Jul 22 09:27:24 combo ftpd[12288]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1673,Jul 22 09:27:24 combo ftpd[12284]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1674,Jul 22 09:27:24 combo ftpd[12279]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1675,Jul 22 09:27:24 combo ftpd[12285]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1676,Jul 22 09:27:24 combo ftpd[12286]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1677,Jul 22 09:27:24 combo ftpd[12278]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1678,Jul 22 09:27:24 combo ftpd[12277]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1679,Jul 22 09:27:24 combo ftpd[12280]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1680,Jul 22 09:27:24 combo ftpd[12289]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1681,Jul 22 09:27:24 combo ftpd[12281]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1682,Jul 22 09:27:24 combo ftpd[12283]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1683,Jul 22 09:27:24 combo ftpd[12287]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1684,Jul 22 09:27:24 combo ftpd[12298]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1685,Jul 22 09:27:24 combo ftpd[12299]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,Jul-22,09:27:24,Normal,0,,0,0,No
1686,Jul 22 19:29:09 combo ftpd[13152]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1687,Jul 22 19:29:09 combo ftpd[13150]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1688,Jul 22 19:29:09 combo ftpd[13147]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1689,Jul 22 19:29:09 combo ftpd[13149]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1690,Jul 22 19:29:09 combo ftpd[13148]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1691,Jul 22 19:29:09 combo ftpd[13151]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1692,Jul 22 19:29:09 combo ftpd[13153]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1693,Jul 22 19:29:09 combo ftpd[13141]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1694,Jul 22 19:29:09 combo ftpd[13146]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1695,Jul 22 19:29:09 combo ftpd[13140]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1696,Jul 22 19:29:09 combo ftpd[13142]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1697,Jul 22 19:29:09 combo ftpd[13143]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1698,Jul 22 19:29:09 combo ftpd[13145]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1699,Jul 22 19:29:09 combo ftpd[13144]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1700,Jul 22 19:29:09 combo ftpd[13154]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1701,Jul 22 19:29:09 combo ftpd[13155]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1702,Jul 22 19:29:09 combo ftpd[13156]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1703,Jul 22 19:29:09 combo ftpd[13157]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1704,Jul 22 19:29:09 combo ftpd[13158]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1705,Jul 22 19:29:09 combo ftpd[13159]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1706,Jul 22 19:29:09 combo ftpd[13160]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1707,Jul 22 19:29:09 combo ftpd[13161]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Jul-22,19:29:09,Normal,0,,0,0,No
1708,Jul 22 19:29:10 combo ftpd[13162]: connection from 67.95.49.172 () at Fri Jul 22 19:29:10 2005,,Jul-22,19:29:10,Normal,0,,0,0,No
1709,Jul 23 04:09:35 combo su(pam_unix)[14314]: session opened for user cyrus by (uid=0),,Jul-23,04:09:35,Normal,0,,0,0,No
1710,Jul 23 04:09:36 combo su(pam_unix)[14314]: session closed for user cyrus,,Jul-23,04:09:36,Normal,0,,0,0,No
1711,Jul 23 04:09:37 combo logrotate: ALERT exited abnormally with [1],,Jul-23,04:09:37,Service Issue,0,,0,0,Yes
1712,Jul 23 04:15:13 combo su(pam_unix)[14692]: session opened for user news by (uid=0),,Jul-23,04:15:13,Normal,0,,0,0,No
1713,Jul 23 04:15:13 combo su(pam_unix)[14692]: session closed for user news,,Jul-23,04:15:13,Normal,0,,0,0,No
1714,Jul 23 11:46:41 combo sshd(pam_unix)[15385]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.44.47.166  user=root,85.44.47.166,Jul-23,11:46:41,Auth Failure,1,,1,1,No
1715,Jul 23 20:04:41 combo sshd(pam_unix)[16159]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:41,Auth Failure,1,,1,1,No
1716,Jul 23 20:04:41 combo sshd(pam_unix)[16158]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:41,Auth Failure,2,0,1,1,No
1717,Jul 23 20:04:41 combo sshd(pam_unix)[16156]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:41,Auth Failure,3,0,1,1,No
1718,Jul 23 20:04:41 combo sshd(pam_unix)[16157]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:41,Auth Failure,4,0,1,1,Yes
1719,Jul 23 20:04:41 combo sshd(pam_unix)[16162]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:41,Auth Failure,5,0,1,1,Yes
1720,Jul 23 20:04:41 combo sshd(pam_unix)[16155]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:41,Auth Failure,6,0,1,1,Yes
1721,Jul 23 20:04:41 combo sshd(pam_unix)[16160]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:41,Auth Failure,7,0,1,1,Yes
1722,Jul 23 20:04:41 combo sshd(pam_unix)[16154]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:41,Auth Failure,8,0,1,1,Yes
1723,Jul 23 20:04:42 combo sshd(pam_unix)[16161]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:42,Auth Failure,9,1,1,1,Yes
1724,Jul 23 20:04:42 combo sshd(pam_unix)[16153]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Jul-23,20:04:42,Auth Failure,10,0,1,1,Yes
1725,Jul 24 02:38:22 combo ftpd[16773]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1726,Jul 24 02:38:22 combo ftpd[16789]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1727,Jul 24 02:38:22 combo ftpd[16783]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1728,Jul 24 02:38:22 combo ftpd[16792]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1729,Jul 24 02:38:22 combo ftpd[16784]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1730,Jul 24 02:38:22 combo ftpd[16781]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1731,Jul 24 02:38:22 combo ftpd[16786]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1732,Jul 24 02:38:22 combo ftpd[16788]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1733,Jul 24 02:38:22 combo ftpd[16785]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1734,Jul 24 02:38:22 combo ftpd[16790]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1735,Jul 24 02:38:22 combo ftpd[16780]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1736,Jul 24 02:38:22 combo ftpd[16779]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1737,Jul 24 02:38:22 combo ftpd[16782]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1738,Jul 24 02:38:22 combo ftpd[16787]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1739,Jul 24 02:38:22 combo ftpd[16774]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1740,Jul 24 02:38:22 combo ftpd[16772]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1741,Jul 24 02:38:22 combo ftpd[16775]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1742,Jul 24 02:38:22 combo ftpd[16778]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1743,Jul 24 02:38:22 combo ftpd[16776]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1744,Jul 24 02:38:22 combo ftpd[16777]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1745,Jul 24 02:38:22 combo ftpd[16791]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1746,Jul 24 02:38:22 combo ftpd[16793]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1747,Jul 24 02:38:22 combo ftpd[16794]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jul-24,02:38:22,Normal,0,,0,0,No
1748,"Jul 24 02:38:23 combo ftpd[16781]: ANONYMOUS FTP LOGIN FROM 84.102.20.2,  (anonymous)",,Jul-24,02:38:23,Normal,0,,0,0,No
1749,"Jul 24 02:38:23 combo ftpd[16782]: ANONYMOUS FTP LOGIN FROM 84.102.20.2,  (anonymous)",,Jul-24,02:38:23,Normal,0,,0,0,No
1750,Jul 24 04:20:19 combo su(pam_unix)[17283]: session opened for user cyrus by (uid=0),,Jul-24,04:20:19,Normal,0,,0,0,No
1751,Jul 24 04:20:19 combo su(pam_unix)[17283]: session closed for user cyrus,,Jul-24,04:20:19,Normal,0,,0,0,No
1752,Jul 24 04:20:21 combo cups: cupsd shutdown succeeded,,Jul-24,04:20:21,Normal,0,,0,0,No
1753,Jul 24 04:20:26 combo cups: cupsd startup succeeded,,Jul-24,04:20:26,Normal,0,,0,0,No
1754,Jul 24 04:20:42 combo syslogd 1.4.1: restart.,,Jul-24,04:20:42,Normal,0,,0,0,No
1755,Jul 24 04:20:42 combo logrotate: ALERT exited abnormally with [1],,Jul-24,04:20:42,Service Issue,0,,0,0,Yes
1756,Jul 24 04:33:57 combo su(pam_unix)[21805]: session opened for user news by (uid=0),,Jul-24,04:33:57,Normal,0,,0,0,No
1757,Jul 24 04:33:58 combo su(pam_unix)[21805]: session closed for user news,,Jul-24,04:33:58,Normal,0,,0,0,No
1758,Jul 24 08:31:57 combo sshd(pam_unix)[22185]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,203.251.225.101,Jul-24,08:31:57,Auth Failure,1,,1,1,No
1759,Jul 24 08:31:57 combo sshd(pam_unix)[22184]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,203.251.225.101,Jul-24,08:31:57,Auth Failure,2,0,1,1,No
1760,Jul 24 08:31:59 combo sshd(pam_unix)[22188]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,203.251.225.101,Jul-24,08:31:59,Auth Failure,3,2,1,1,No
1761,Jul 24 08:31:59 combo sshd(pam_unix)[22189]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,203.251.225.101,Jul-24,08:31:59,Auth Failure,4,0,1,1,Yes
1762,Jul 24 08:31:59 combo sshd(pam_unix)[22191]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,203.251.225.101,Jul-24,08:31:59,Auth Failure,5,0,1,1,Yes
1763,Jul 24 13:46:32 combo ftpd[22655]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
1764,Jul 24 13:46:32 combo ftpd[22652]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
1765,Jul 24 13:46:32 combo ftpd[22658]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
1766,Jul 24 13:46:32 combo ftpd[22653]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
1767,Jul 24 13:46:32 combo ftpd[22657]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
1768,Jul 24 13:46:32 combo ftpd[22659]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
1769,Jul 24 13:46:32 combo ftpd[22656]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
1770,Jul 24 13:46:32 combo ftpd[22651]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
1771,Jul 24 13:46:32 combo ftpd[22654]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Jul-24,13:46:32,Normal,0,,0,0,No
